iter	RMSE
241	0.4201147381
242	0.4200466587
243	0.4199805597
244	0.4199293669
245	0.4198568795
246	0.4197756368
247	0.4197255265
248	0.419668826
249	0.4195391877
250	0.4194545252
251	0.419367399
252	0.4193194228
253	0.4192636895
254	0.4192294843
255	0.4191618826
256	0.4191092743
257	0.4190178199
258	0.4189426603
259	0.4188811286
260	0.418799971
261	0.4186905629
262	0.4186415913
263	0.4185811127
264	0.4185226393
265	0.4184601744
266	0.4183882369
267	0.4183288154
268	0.4182661591
269	0.4182245787
270	0.4181729257
271	0.4181160449
272	0.4180385756
273	0.4179903888
274	0.4178978306
275	0.4178511154
276	0.4178039322
277	0.417758758
278	0.4176668622
279	0.4176012879
280	0.4175496178
281	0.417507365
282	0.4174521411
283	0.4174046224
284	0.4173465292
285	0.4172907857
286	0.417241096
287	0.4171930449
288	0.4171123422
289	0.4170577934
290	0.4170035918
291	0.4169468189
292	0.4168771305
293	0.4168052262
294	0.4167508221
295	0.4166888436
296	0.4166425811
297	0.4165949149
298	0.4165547762
299	0.4165261206
300	0.4164366649
301	0.41636181
302	0.4162779491
303	0.4162251775
304	0.41617861
305	0.4161266017
306	0.4160881506
307	0.4160417042
308	0.4160136538
309	0.4159370457
310	0.4158600687
311	0.4158111875
312	0.4157859261
313	0.4157170389
314	0.4156381416
315	0.415555404
316	0.415489915
317	0.4154291727
318	0.4153757524
319	0.4153514422
320	0.4153092488
321	0.415259172
322	0.4152328086
323	0.4151595787
324	0.4151414415
325	0.4150542194
326	0.4150159485
327	0.4149637791
328	0.4148927141
329	0.4148302546
330	0.4147776019
331	0.4147422013
332	0.41470162
333	0.4146822517
334	0.4146350617
335	0.4145610895
336	0.4145121224
337	0.4144892579
338	0.414432159
339	0.4143421243
340	0.4142641639
341	0.4142024952
342	0.4141634067
343	0.4140733887
344	0.4140101857
345	0.4139588177
346	0.4138838113
347	0.413836192
348	0.4137816529
349	0.4137366561
350	0.4136757207
351	0.4136366752
352	0.4136085645
353	0.4135676349
354	0.4135277754
355	0.4134743656
356	0.4134168111
357	0.413383206
358	0.4133565691
359	0.4132984774
360	0.4132531692
361	0.4132054122
362	0.4131169479
363	0.4130744732
364	0.4130525918
365	0.4130201083
366	0.4129928448
367	0.4129779885
368	0.4129131014
369	0.4128945973
370	0.4128483638
371	0.4128164625
372	0.4127498948
373	0.4127145889
374	0.4126589969
375	0.4126274684
376	0.4125891832
377	0.412559936
378	0.4125113789
379	0.4124946605
380	0.4124372184
381	0.4123632493
382	0.4122946473
383	0.412249038
384	0.4122120356
385	0.4121584188
386	0.4121401034
387	0.4121136224
388	0.4120533005
389	0.4120333037
390	0.4120007634
391	0.4119524055
392	0.4119162325
393	0.4119004906
394	0.4118444195
395	0.4117898771
396	0.4117304489
397	0.4116856301
398	0.4116384513
399	0.4115912289
400	0.4115503598
401	0.4115059034
402	0.4114498504
403	0.411418005
404	0.411370928
405	0.4113378338
406	0.4112824305
407	0.4112465584
408	0.4112159112
409	0.4111861406
410	0.411158377
411	0.4111007933
412	0.4110911194
413	0.4110742219
414	0.4110287798
415	0.4109618446
416	0.4109279188
417	0.4108929688
418	0.4108581564
419	0.4108431917
420	0.4108184049
421	0.4107789947
422	0.4107487103
423	0.4107140825
424	0.4106975923
425	0.4106551379
426	0.4106095571
427	0.4105692442
428	0.4105203607
429	0.4104744954
430	0.4104311693
431	0.4103871631
432	0.4103443996
433	0.410299739
434	0.4102738726
435	0.4102403732
436	0.4101959047
437	0.4101348904
438	0.4100842098
439	0.4100387247
440	0.4099889775
441	0.4099581052
442	0.4099303929
443	0.4099203134
444	0.4098655511
445	0.4098450291
446	0.4098141234
447	0.4097596859
448	0.4097377299
449	0.4096878671
450	0.4096368376
451	0.4095903092
452	0.409535483
453	0.4095049024
454	0.4094687356
455	0.4094302693
456	0.4093947653
457	0.4093497625
458	0.4093317721
459	0.4092852131
460	0.4092482145
461	0.4091994454
462	0.4091485423
463	0.4091016868
464	0.4090678567
465	0.4090117698
466	0.4089679481
467	0.4089486371
468	0.4089252129
469	0.4088874804
470	0.4088460498
471	0.4088157159
472	0.4087973129
473	0.4087662179
474	0.408748147
475	0.4087003996
476	0.408656412
477	0.4086147395
478	0.408578412
479	0.4085453281
480	0.4085184983
481	0.4084817268
482	0.4084454819
483	0.408410459
484	0.4083945075
485	0.4083539575
486	0.4082858554
487	0.4082371819
488	0.4081847855
489	0.4081604468
490	0.4081382516
491	0.4080477672
492	0.4080133662
493	0.4080030721
494	0.4079796943
495	0.4079500952
496	0.4079106522
497	0.4078797619
498	0.4078561031
499	0.4078146944
500	0.4077948594
501	0.4077495205
502	0.4076899254
503	0.4076569772
504	0.4076310292
505	0.4076024695
506	0.4075591691
507	0.4075435567
508	0.4074618281
509	0.4074298449
510	0.4073865428
511	0.4073614117
512	0.4073247449
513	0.4072790471
514	0.407239935
515	0.4071852781
516	0.4071398305
517	0.4071015303
518	0.4070402657
519	0.4070136646
520	0.4069926721
521	0.406959001
522	0.406931153
523	0.406897601
524	0.4068586944
525	0.4068402303
526	0.4068018905
527	0.4067408149
528	0.4067281302
529	0.4066789466
530	0.4066420154
531	0.4066070593
532	0.4065603951
533	0.4065278076
534	0.4064968791
535	0.4064611515
536	0.4064517392
537	0.4063988438
538	0.4063447748
539	0.4062948877
540	0.4062830595
541	0.4062580377
542	0.4062462222
543	0.4062271975
544	0.4061909073
545	0.4061735448
546	0.4061678012
547	0.4061103784
548	0.4060595236
549	0.4060367203
550	0.4060163323
551	0.4059828836
552	0.4059438935
553	0.4059050185
554	0.4058818035
555	0.405843474
556	0.4058225546
557	0.4057858108
558	0.4057595756
559	0.4057119586
560	0.4056812621
561	0.4056421903
562	0.4056004269
563	0.4055544023
564	0.4055325423
565	0.4055022695
566	0.4054714398
567	0.4054228093
568	0.405404511
569	0.405359719
570	0.4053247055
571	0.4052817845
572	0.4052529635
573	0.4052115499
574	0.4051820861
575	0.4051375924
576	0.4050751537
577	0.4050560619
578	0.4050086025
579	0.4049300684
580	0.4048897741
581	0.4048421386
582	0.404796836
583	0.4047589877
584	0.4047284609
585	0.404703588
586	0.404667036
587	0.4046214849
588	0.4045957263
589	0.4045679922
590	0.404511449
591	0.4044937446
592	0.4044611131
593	0.4044131672
594	0.4043940113
595	0.4043608789
596	0.4043233419
597	0.404285006
598	0.404260843
599	0.4042406398
600	0.4041914304
601	0.4041598212
602	0.4041393352
603	0.4041027812
604	0.404072413
605	0.4040508966
606	0.4040204272
607	0.4039947399
608	0.4039574908
609	0.4039484885
610	0.4039268865
611	0.4038928551
612	0.4038509801
613	0.4038169803
614	0.4037982162
615	0.4037670402
616	0.4037355979
617	0.4037103613
618	0.4036884715
619	0.4036572215
620	0.403632267
621	0.4036168376
622	0.4035763473
623	0.4035504691
624	0.4035166702
625	0.4034995459
626	0.4034660199
627	0.4034427447
628	0.40343156
629	0.4034124729
630	0.4033899321
631	0.4033850922
632	0.4033694568
633	0.403350978
634	0.4033241405
635	0.4032973293
636	0.4032618518
637	0.4032408946
638	0.4031949327
639	0.4031729722
640	0.4031350607
641	0.4031030417
642	0.4030743328
643	0.4030465173
644	0.4030253421
645	0.402967475
646	0.4029273851
647	0.402906515
648	0.4028760309
649	0.4028404503
650	0.4028044527
651	0.4027626009
652	0.4027531905
653	0.4027209493
654	0.4026651578
655	0.4026210682
656	0.4025969129
657	0.4025617516
658	0.4025465276
659	0.4025164098
660	0.402480971
661	0.4024476338
662	0.4024189979
663	0.4023796457
664	0.4023650666
665	0.4023327489
666	0.4022975823
667	0.4022256887
668	0.4022031959
669	0.4021832672
670	0.4021557287
671	0.4021221631
672	0.4020651684
673	0.4020270506
674	0.4020182371
675	0.4019941231
676	0.4019808732
677	0.4019452845
678	0.4019108303
679	0.4018754263
680	0.4018439268
681	0.4018107724
682	0.4017724552
683	0.4017368724
684	0.4016954649
685	0.4016775678
686	0.4016545595
687	0.4016256094
688	0.4016055163
689	0.4015724322
690	0.40153698
691	0.4014946312
692	0.4014621432
693	0.4014444813
694	0.401415159
695	0.4013975592
696	0.4013575643
697	0.4013508782
698	0.4013502148
699	0.4013338533
700	0.4013101514
701	0.401286263
702	0.4012692275
703	0.4012556563
704	0.4012333351
705	0.4011957655
706	0.4011688598
707	0.4011463879
708	0.4011178967
709	0.4010882729
710	0.4010677844
711	0.4010424196
712	0.4010025361
713	0.4009521423
714	0.4008894497
715	0.4008270983
716	0.4008232794
717	0.4007872415
718	0.4007670236
719	0.4007538252
720	0.4007418652
721	0.4007289659
722	0.4006575218
723	0.4006568938
724	0.4005978713
725	0.400583592
726	0.4005651581
727	0.4004897844
728	0.4004609981
729	0.4004376148
730	0.4004256544
731	0.4003963223
732	0.4003919398
733	0.4003763626
734	0.4003350504
735	0.4003020154
736	0.400285687
737	0.4002661349
738	0.4002268049
739	0.4002161853
740	0.4001768619
741	0.400172046
742	0.4001340192
743	0.4001019828
744	0.4000578119
745	0.4000374176
746	0.4000117552
747	0.3999921313
748	0.3999707226
749	0.3999606249
750	0.3999430368
751	0.3998920058
752	0.3998764175
753	0.3998427894
754	0.3998094584
755	0.3997798627
756	0.3997543766
757	0.3997312587
758	0.3996891991
759	0.3996443693
760	0.3996090601
761	0.3995778345
762	0.3995767288
763	0.3995579475
764	0.3995311346
765	0.3994879859
766	0.3994601619
767	0.399426305
768	0.3993897296
769	0.3993842254
770	0.39933517
771	0.3993061162
772	0.399260853
773	0.3992372222
774	0.3992031716
775	0.399181485
776	0.3991475989
777	0.3991197537
778	0.3990788555
779	0.3990328702
780	0.3990112834
781	0.3989781171
782	0.3989320149
783	0.3989114116
784	0.3988885026
785	0.3988788779
786	0.3988483341
787	0.398814058
788	0.3987810351
789	0.3987510783
790	0.3987191904
791	0.3987115561
792	0.3986942357
793	0.3986518452
794	0.3986352361
795	0.3985995743
796	0.3985852221
797	0.3985589295
798	0.3985354135
799	0.3985068307
800	0.3984744342
801	0.3984187337
802	0.3984025679
803	0.3983621195
804	0.3983177975
805	0.398301368
806	0.3982733378
807	0.3982376648
808	0.3981957708
809	0.3981729367
810	0.3981442546
811	0.3980988019
812	0.3980574331
813	0.3980465595
814	0.3980286085
815	0.3980054596
816	0.3979522479
817	0.3979358522
818	0.3979053947
819	0.3978731867
820	0.3978378611
821	0.3978207441
822	0.3977971666
823	0.3977759731
824	0.3977448565
825	0.3977227095
826	0.3976845638
827	0.3976527562
828	0.3976272679
829	0.3976171646
830	0.3975739478
831	0.3975479831
832	0.3974961238
833	0.3974830035
834	0.397453229
835	0.397436193
836	0.3974218215
837	0.3973938264
838	0.3973676531
839	0.3973494684
840	0.3973385921
841	0.3973154219
842	0.3972633148
843	0.3972613265
844	0.3972196445
845	0.3971934219
846	0.3971812818
847	0.3971567368
848	0.3971224209
849	0.3970935761
850	0.3970618455
851	0.3970373037
852	0.3969958898
853	0.3969711986
854	0.3969454245
855	0.3969225811
856	0.3968869332
857	0.3968623967
858	0.3968538356
859	0.3968411947
860	0.3968056786
861	0.396771944
862	0.3967537545
863	0.3967174273
864	0.3966989813
865	0.3966552549
866	0.3966115164
867	0.3965742312
868	0.3965511308
869	0.3965194149
870	0.396495209
871	0.3964716238
872	0.3964530847
873	0.3964220632
874	0.3963931926
875	0.3963824327
876	0.3963527014
877	0.3963280442
878	0.3962795613
879	0.3962445933
880	0.3962157592
881	0.3961956146
882	0.396179592
883	0.3961656982
884	0.3961437128
885	0.3961133066
886	0.3960749538
887	0.3960335987
888	0.3960165141
889	0.3960035944
890	0.3959772129
891	0.3959587393
892	0.3959506716
893	0.395936161
894	0.3959042043
895	0.3958844193
896	0.3958631393
897	0.3958297006
898	0.3958150494
899	0.3958030116
900	0.3957907041
901	0.3957423627
902	0.3957158877
903	0.3956867587
904	0.3956471001
905	0.3956072135
906	0.3955826649
907	0.395566097
908	0.3955380616
909	0.3955251111
910	0.3955099218
911	0.3954732459
912	0.3954447007
913	0.3954327651
914	0.3953984624
915	0.3953816628
916	0.3953508107
917	0.3953140979
918	0.3953041689
919	0.3952822677
920	0.3952427508
921	0.3952141634
922	0.395192275
923	0.395171118
924	0.3951335769
925	0.3951113634
926	0.3950925791
927	0.3950657338
928	0.3950382269
929	0.3950143687
930	0.3949865183
931	0.3949790501
932	0.3949512986
933	0.3949261169
934	0.3949018062
935	0.3948926924
936	0.3948661142
937	0.3948504842
938	0.3948217512
939	0.3948093797
940	0.3947877639
941	0.3947640022
942	0.3947414749
943	0.3947016307
944	0.3946803607
945	0.3946564535
946	0.3946168713
947	0.3945888963
948	0.394558328
949	0.3945296652
950	0.3945086911
951	0.3944932826
952	0.3944722862
953	0.3944648852
954	0.394438816
955	0.3944056243
956	0.394373067
957	0.3943443451
958	0.3943243424
959	0.3943027074
960	0.3942750476
961	0.3942505717
962	0.394239578
963	0.3942048662
964	0.3941885608
965	0.3941688597
966	0.3941657121
967	0.394127713
968	0.3941132887
969	0.3940965683
970	0.3940740849
971	0.39406843
972	0.3940362704
973	0.3940256632
974	0.3939897662
975	0.3939840233
976	0.3939488601
977	0.3939155797
978	0.3938959224
979	0.3938764579
980	0.3938526554
981	0.3938327846
982	0.3938071304
983	0.3937859614
984	0.3937667766
985	0.3937362364
986	0.3937035651
987	0.3937006216
988	0.3936661423
989	0.3936560453
990	0.3936464752
991	0.393623713
992	0.3935977597
993	0.393582818
994	0.3935761085
995	0.3935429283
996	0.3935102265
997	0.3934802456
998	0.3934282603
999	0.3934008663
